candidate_name_full,office,governing_district,seat,election_type,date_month,date_day,date_year,party,campaign_position,campaign_fin_records_request,race_notes,scan_notes,cand_name_first,cand_name_middle,cand_name_last,cand_name_suffix,Office_orig_name,Link
MICHELLE J PELNA,SCHOOL DIRECTOR,ELIZABETHTOWN AREA SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"'- 5 available spots per party to proceed to the municipal election in November.
- 1 incumbent, Karen Sweigart, cross-filed.
- 14 newcomer candidates, 4 running only in the Democratic primary, 2 running only in the Republican primary, and 8 cross-filed.
- Moore, Zhan, Fuddy, Laszakovitz, and Eichelberger won the Republican primary (in that order).
- Gilles, Carter, Riggelman, Shrum, and Wilson won the Democratic primary (in that order).
- No candidates won both party primaries, and incumbent Karen Sweigert was knocked from her seat.
- The Elizabethtown school board is one of many dealing with contentious alt-right ideology.",ran as an incumbent and won in 2017. Did not run again in 2021. Ran again in 2023. only scanned 2023 files.,MICHELLE,J,PELNA,,SCHOOL DIRECTOR ELIZABETHTOWN,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/68.html"
MICHELLE J PELNA,SCHOOL DIRECTOR,ELIZABETHTOWN AREA SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"'- 5 available spots per party to proceed to the municipal election in November.
- 1 incumbent, Karen Sweigart, cross-filed.
- 14 newcomer candidates, 4 running only in the Democratic primary, 2 running only in the Republican primary, and 8 cross-filed.
- Moore, Zhan, Fuddy, Laszakovitz, and Eichelberger won the Republican primary (in that order).
- Gilles, Carter, Riggelman, Shrum, and Wilson won the Democratic primary (in that order).
- No candidates won both party primaries, and incumbent Karen Sweigert was knocked from her seat.
- The Elizabethtown school board is one of many dealing with contentious alt-right ideology.",ran as an incumbent and won in 2017. Did not run again in 2021. Ran again in 2023. only scanned 2023 files.,MICHELLE,J,PELNA,,SCHOOL DIRECTOR ELIZABETHTOWN,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/67.html"
MIKE BRUBAKER,SUPERVISOR,EAST DONEGAL TOWNSHIP,,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,MIKE,,BRUBAKER,,SUPERVISOR EAST DONEGAL,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/244.html"
MIKE FISHER,SCHOOL DIRECTOR,PEQUEA VALLEY SCHOOL DISTRICT,SALISBURY,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,"- One seat available
- Three candidates, all Republicans 
- Mike Fisher wins the Republican nomination ",,MIKE,,FISHER,,SCHOOL DIRECTOR PEQUEA VALLEY - SALISBURY,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/96.html"
MIKE IRELAND,COUNCIL,NEW HOLLAND BOROUGH,,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,MIKE,,IRELAND,,COUNCIL NEW HOLLAND,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/188.html"
MOLLY HENDERSON,SCHOOL DIRECTOR,SCHOOL DISTRICT OF LANCASTER,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"- Five four-year seats are available 
- Five spots for each party 
- Robin Goodson, Kareena Rios and Molly Henderson are incumbents
- Goodson, Rios, Henderson, Holmes and Desmond are endorsed by the Democratic Party 
- Molly Henderson cross-filed 
- Arthur Mann Sr ran as the sole Republican 
- Rios, Holmes, Henderson, Goodson and Desmond won the Democratic nominations 
- Henderson and Arthur Mann Sr won the Republican nomination
","Candidate sponsored by MCC ""Dems for School Director of Lancaster""",MOLLY,,HENDERSON,,SCHOOL DIRECTOR SCHOOL DISTRICT of LANCASTER,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/98.html"
MOLLY HENDERSON,SCHOOL DIRECTOR,SCHOOL DISTRICT OF LANCASTER,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"- Five four-year seats are available 
- Five spots for each party 
- Robin Goodson, Kareena Rios and Molly Henderson are incumbents
- Goodson, Rios, Henderson, Holmes and Desmond are endorsed by the Democratic Party 
- Molly Henderson cross-filed 
- Arthur Mann Sr ran as the sole Republican 
- Rios, Holmes, Henderson, Goodson and Desmond won the Democratic nominations 
- Henderson and Arthur Mann Sr won the Republican nomination
","Candidate sponsored by MCC ""Dems for School Director of Lancaster""",MOLLY,,HENDERSON,,SCHOOL DIRECTOR SCHOOL DISTRICT of LANCASTER,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/97.html"
MOUSTAPHA DIOP,SUPERVISOR,EAST LAMPETER TOWNSHIP,,Municipal Primary,5,16,2023,DEM,open_seat,requested and no records on file,,,MOUSTAPHA,,DIOP,,SUPERVISOR EAST LAMPETER,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/329.html"
NANCY ARONSON,COUNCIL,EPHRATA BOROUGH,3RD WARD,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,NANCY,,ARONSON,,COUNCIL EPHRATA - 3RD WARD,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/150.html"
NATHAN RYBNER,MAGISTERIAL DISTRICT JUDGE,,02-01-02,Municipal Primary,5,16,2023,DEM/REP,open_seat,records scanned,,,NATHAN,,RYBNER,,MAGISTERIAL DISTRICT JUDGE 02-1-02,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/30.html"
NATHAN RYBNER,MAGISTERIAL DISTRICT JUDGE,,02-01-02,Municipal Primary,5,16,2023,DEM/REP,open_seat,records scanned,,,NATHAN,,RYBNER,,MAGISTERIAL DISTRICT JUDGE 02-1-02,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/29.html"
NATHAN VAN NAME,COMMISSIONER,MANHEIM TOWNSHIP,,Municipal Primary,5,16,2023,REP,open_seat,records scanned,,,NATHAN,VAN,NAME,,COMMISSIONER MANHEIM TOWNSHIP,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/366.html"
NICKY WOODS,CLERK OF THE COURT OF COMMON PLEAS,LANCASTER,,Municipal Primary,5,16,2023,REP,challenger,records scanned,,,NICKY,,WOODS,,CLERK OF THE COURT OF COMMON PLEAS,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/16.html"
PAT DUGAN,JUDGE OF THE SUPERIOR COURT,,,Municipal Primary,5,16,2023,DEM,open_seat,requested and no records on file,,,PAT,,DUGAN,,JUDGE OF THE SUPERIOR COURT,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/7.html"
PATRICK GRENTER,SCHOOL DIRECTOR,MANHEIM TOWNSHIP SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"- Five four-year seats available
- 11 candidates, 6 cross filed, 5 filed only as Republicans
- 2 Incumbents: Hentz and Krueger
- Boldizer, Grenter, Henderson, Woodbury and Hentz were all endorsed by the Democratic party
- Wallace, Adcock, Zimmerman, Burnett, and Krueger were all endorsed by the Republican party
- Vo Wallace, Adcock, Zimmerman, Krueger and Burnett won the Republican primary
- Woodbury, Hentz, Boldizar, Henderson and Grenter won the Democratic Primary
","Candidate sponsored by MCC ""Support MT Schools 2023""",PATRICK,,GRENTER,,SCHOOL DIRECTOR MANHEIM TOWNSHIP,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/81.html"
PATRICK GRENTER,SCHOOL DIRECTOR,MANHEIM TOWNSHIP SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"- Five four-year seats available
- 11 candidates, 6 cross filed, 5 filed only as Republicans
- 2 Incumbents: Hentz and Krueger
- Boldizer, Grenter, Henderson, Woodbury and Hentz were all endorsed by the Democratic party
- Wallace, Adcock, Zimmerman, Burnett, and Krueger were all endorsed by the Republican party
- Vo Wallace, Adcock, Zimmerman, Krueger and Burnett won the Republican primary
- Woodbury, Hentz, Boldizar, Henderson and Grenter won the Democratic Primary
","Candidate sponsored by MCC ""Support MT Schools 2023""",PATRICK,,GRENTER,,SCHOOL DIRECTOR MANHEIM TOWNSHIP,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/82.html"
PAUL MARX,COUNCIL,ADAMSTOWN BOROUGH,,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,PAUL,,MARX,,COUNCIL ADAMSTOWN,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/114.html"
PAUL SPANGLER,AUDITOR,CONESTOGA TOWNSHIP,,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,PAUL,,SPANGLER,,AUDITOR CONESTOGA,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/238.html"
PETER G LANGSETH,SCHOOL DIRECTOR,HEMPFIELD SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM,challenger,records scanned,"- 5 available spots per party.
- 4 incumbents, 3 cross-filed and 1 running only in the Republican primary.
- 6 newcomer candidates, 5 cross-filed and 1 running only in the Democratic primary.
- Winners of the Dem primary: Megan L. Eshleman, Judy L. Brady, Erin L. Small, Kaleb Best, and Peter G. Langseth.
- Winners of the Rep primary: Justin Wolgemuth, Grant W. Keener, Patrick Wagner, Dylan T. Bard, and Fae Skuya.
- No candidate who cross-filed won both primaries. All incumbents will proceed to the municipal election in November.
- Hempfield's 2023 school board election is one of several in the county that has heated up due to Christian and alt-right ideology trickling into local school districts from national organizations.","Candidate sponsored by MCC ""Support Hempfield Schools""",PETER,G,LANGSETH,,SCHOOL DIRECTOR HEMPFIELD,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/73.html"
PHIL STOLTZFUS,SCHOOL DIRECTOR,EASTERN LANCASTER COUNTY SCHOOL DISTRICT,,Municipal Primary,5,16,2023,REP,challenger,requested and no records on file,"- 5 available spots per party to proceed to the municipal election.
- 3 incumbents, all running in the Republican primary.
- 3 newcomer candidates, 2 running in the Republican primary and 1, Sean Reese, running in the Democratic primary.
- All candidates will proceed to the municipal election with one candidate facing an inevitable loss in November.
- Sean Reese ran and lost in 2021.",,PHIL,,STOLTZFUS,,SCHOOL DIRECTOR EASTERN LANCASTER,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/66.html"
PHILIP EBY,SCHOOL DIRECTOR,CONESTOGA VALLEY SCHOOL DISTRICT,,Municipal Primary,5,16,2023,REP,challenger,requested and no records on file,"- 5 available spots per party to proceed to the municipal election.
- 2 incumbents, both running in the Republican primary.
- 5 newcomer candidates, 3 running in the Republican primary and 2 running in the Democratic primary.
- All candidates will proceed to the municipal election in November.",,PHILIP,,EBY,,SCHOOL DIRECTOR CONESTOGA VALLEY,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/62.html"
PHILIP WIMER,AUDITOR,STRASBURG TOWNSHIP,4-YR,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,PHILIP,,WIMER,,AUDITOR STRASBURG - 4 YR,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/440.html"
RACHAEL HAVERSTICK,SCHOOL DIRECTOR,WARWICK SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"- Five four-year seats available
- 13 candidates, 4 Republicans and 9 cross-filers
- Kimberly Regennas, Amanda Chap, Lydia de Ardon, Kelleye McMillion and Cynthia Wingenroth win the Democratic primary
",,RACHAEL,,HAVERSTICK,,SCHOOL DIRECTOR WARWICK,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/105.html"
RACHAEL HAVERSTICK,SCHOOL DIRECTOR,WARWICK SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"- Five four-year seats available
- 13 candidates, 4 Republicans and 9 cross-filers
- Kimberly Regennas, Amanda Chap, Lydia de Ardon, Kelleye McMillion and Cynthia Wingenroth win the Democratic primary",,RACHAEL,,HAVERSTICK,,SCHOOL DIRECTOR WARWICK,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/106.html"
RANDY FOX,SUPERVISOR,RAPHO TOWNSHIP,,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,RANDY,,FOX,,SUPERVISOR RAPHO,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/420.html"
REGGIE WEAVER,SCHOOL DIRECTOR,WARWICK SCHOOL DISTRICT,,Municipal Primary,5,16,2023,REP,challenger,requested and no records on file,"- Five four-year seats available
- 13 candidates, 4 Republicans and 9 cross-filers
- Kimberly Regennas, Amanda Chap, Lydia de Ardon, Kelleye McMillion and Cynthia Wingenroth win the Democratic primary",,REGGIE,,WEAVER,,SCHOOL DIRECTOR WARWICK,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/106.html"
REILLY NOETZEL,SCHOOL DIRECTOR,PENN MANOR SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"- Five four-year seats available 
- 9 candidates running 
- 4 cross-filed, 5 filed only as Republicans 
- Fullerton, Jackson, Lombardo and Wert are incumbents 
- Noetzel, Guy, Bacon and Hunter are endorsed by the Democratic Party 
- Fullerton, Wert, Beakes, Jackson and Lombardo are endorsed by the Republican party
- Wert, Fullerton, Beakes, Jackson and Lombardo won the Republican primary
- Guy, Noetzel, Bacon and Hunter won the Democratic primary
",,REILLY,,NOETZEL,,SCHOOL DIRECTOR PENN MANOR,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/87.html"
REILLY NOETZEL,SCHOOL DIRECTOR,PENN MANOR SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"- Five four-year seats available 
- 9 candidates running 
- 4 cross-filed, 5 filed only as Republicans 
- Fullerton, Jackson, Lombardo and Wert are incumbents 
- Noetzel, Guy, Bacon and Hunter are endorsed by the Democratic Party 
- Fullerton, Wert, Beakes, Jackson and Lombardo are endorsed by the Republican party
- Wert, Fullerton, Beakes, Jackson and Lombardo won the Republican primary
- Guy, Noetzel, Bacon and Hunter won the Democratic primary
",,REILLY,,NOETZEL,,SCHOOL DIRECTOR PENN MANOR,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/88.html"
RICHARD ALLEN BUCK,MAGISTERIAL DISTRICT JUDGE,,02-03-04,Municipal Primary,5,16,2023,REP,open_seat,records scanned,,,RICHARD,ALLEN,BUCK,,MAGISTERIAL DISTRICT JUDGE 02-3-04,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/52.html"
RICK SPIEGEL,COUNCIL,MOUNTVILLE BOROUGH,,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,RICK,,SPIEGEL,,COUNCIL MOUNTVILLE,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/184.html"
ROBERT L HASLAM,TAX COLLECTOR,MILLERSVILLE,2-YR,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,ROBERT,L,HASLAM,,TAX COLLECTOR MILLERSVILLE - 2 YR,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/174.html"
ROBERT M JOHNSON,SUPERVISOR,EAST HEMPFIELD TOWNSHIP,,Municipal Primary,5,16,2023,DEM,challenger,requested and no records on file,,,ROBERT,M,JOHNSON,,SUPERVISOR EAST HEMPFIELD,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/317.html"
ROBERT WINEGARDNER,SUPERVISOR,EARL TOWNSHIP,,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,ROBERT,,WINEGARDNER,,SUPERVISOR EARL,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/270.html"
RYAN ANASTASIO,SUPERVISOR,MARTIC TOWNSHIP,,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,RYAN,,ANASTASIO,,SUPERVISOR MARTIC,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/372.html"
RYAN FISHER,SUPERVISOR,MARTIC TOWNSHIP,,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,RYAN,,FISHER,,SUPERVISOR MARTIC,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/372.html"
SANDRA DOCK,AUDITOR,LANCASTER TOWNSHIP,4-YR,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,SANDRA,,DOCK,,AUDITOR LANCASTER - 4 YR,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/344.html"
SANDRA J CLARK,COUNCIL,STRASBURG BOROUGH,,Municipal Primary,5,16,2023,REP,challenger,requested and no records on file,,,SANDRA,J,CLARK,,COUNCIL STRASBURG,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/196.html"
SARA WOODBURY,SCHOOL DIRECTOR,MANHEIM TOWNSHIP SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,requested and no records on file,"- Five four-year seats available
- 11 candidates, 6 cross filed, 5 filed only as Republicans 
- 2 Incumbents: Hentz and Krueger
- Boldizer, Grenter, Henderson, Woodbury and Hentz were all endorsed by the Democratic party 
- Wallace, Adcock, Zimmerman, Burnett, and Krueger were all endorsed by the Republican party
- Vo Wallace, Adcock, Zimmerman, Krueger and Burnett won the Republican primary 
- Woodbury, Hentz, Boldizar, Henderson and Grenter won the Democratic Primary","Candidate sponsored by MCC ""Support MT Schools 2023""",SARA,,WOODBURY,,SCHOOL DIRECTOR MANHEIM TOWNSHIP,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/81.html"
SARA WOODBURY,SCHOOL DIRECTOR,MANHEIM TOWNSHIP SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"- Five four-year seats available
- 11 candidates, 6 cross filed, 5 filed only as Republicans 
- 2 Incumbents: Hentz and Krueger
- Boldizer, Grenter, Henderson, Woodbury and Hentz were all endorsed by the Democratic party 
- Wallace, Adcock, Zimmerman, Burnett, and Krueger were all endorsed by the Republican party
- Vo Wallace, Adcock, Zimmerman, Krueger and Burnett won the Republican primary 
- Woodbury, Hentz, Boldizar, Henderson and Grenter won the Democratic Primary","Candidate sponsored by MCC ""Support MT Schools 2023""",SARA,,WOODBURY,,SCHOOL DIRECTOR MANHEIM TOWNSHIP,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/82.html"
SARAH SLOBOZIEN,TAX COLLECTOR,EAST DONEGAL TOWNSHIP,2-YR,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,SARAH,,SLOBOZIEN,,TAX COLLECTOR EAST DONEGAL - 2 YR,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/250.html"
SARAH ZAHN,SCHOOL DIRECTOR,ELIZABETHTOWN AREA SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM,challenger,records scanned,"'- 5 available spots per party to proceed to the municipal election in November.
- 1 incumbent, Karen Sweigart, cross-filed.
- 14 newcomer candidates, 4 running only in the Democratic primary, 2 running only in the Republican primary, and 8 cross-filed.
- Moore, Zhan, Fuddy, Laszakovitz, and Eichelberger won the Republican primary (in that order).
- Gilles, Carter, Riggelman, Shrum, and Wilson won the Democratic primary (in that order).
- No candidates won both party primaries, and incumbent Karen Sweigert was knocked from her seat.
- The Elizabethtown school board is one of many dealing with contentious alt-right ideology.","lost in 2021 race. scanned 2021, 2023 files. Candidate sponsored by MCC ""Support Etown Schools",SARAH,,ZAHN,,SCHOOL DIRECTOR ELIZABETHTOWN,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/67.html"
SCOTT NODEN,COUNCIL,MARIETTA BOROUGH,,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,SCOTT,,NODEN,,COUNCIL MARIETTA,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/168.html"
SCOTT SNIPKIE,COUNCIL,EPHRATA BOROUGH,2ND WARD,Municipal Primary,5,16,2023,DEM,challenger,requested and no records on file,,,SCOTT,,SNIPKIE,,COUNCIL EPHRATA - 2ND WARD,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/147.html"
SEAN COPPER,COUNCIL,QUARRYVILLE,,Municipal Primary,5,16,2023,REP,challenger,requested and no records on file,,,SEAN,,COPPER,,COUNCIL QUARRYVILLE,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/190.html"
SEAN REESE,SCHOOL DIRECTOR,EASTERN LANCASTER COUNTY SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM,challenger,requested and no records on file,"- 5 available spots per party to proceed to the municipal election.
- 3 incumbents, all running in the Republican primary.
- 3 newcomer candidates, 2 running in the Republican primary and 1, Sean Reese, running in the Democratic primary.
- All candidates will proceed to the municipal election with one candidate facing an inevitable loss in November.
- Sean Reese ran and lost in 2021.",,SEAN,,REESE,,SCHOOL DIRECTOR EASTERN LANCASTER,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/65.html"
SHAWN P MCLAUGHLIN,JUDGE OF THE COURT OF COMMON PLEAS,,,Municipal Primary,5,16,2023,REP,open_seat,records scanned,,,SHAWN,P,MCLAUGHLIN,,JUDGE OF THE COURT OF COMMON PLEAS,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/12.html"
SHEENA SCHEFFEL,SCHOOL DIRECTOR,OCTORARA AREA SCHOOL DISTRICT,REGION 1,Municipal Primary,5,16,2023,REP,challenger,records scanned,"- 5 Candidates for 3 available seats 
- 4 of the candidates cross filed, Sheena Scheffel only filed as a Republican 
- Karen A Williamson, Sheena Scheffel and Anthony Falgiatore won the Republican primary 
- Lisa Yelovich, and write-in candidates Sheena Scheffel and Brian Norris  won the Democratic primary
",,SHEENA,,SCHEFFEL,,SCHOOL DIRECTOR OCTORARA REGION 1,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/84.html"
SINDY M POLLARD,SCHOOL DIRECTOR,CONESTOGA VALLEY SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM,challenger,requested and no records on file,"- 5 available spots per party to proceed to the municipal election.
- 2 incumbents, both running in the Republican primary.
- 5 newcomer candidates, 3 running in the Republican primary and 2 running in the Democratic primary.
- All candidates will proceed to the municipal election in November.",,SINDY,M,POLLARD,,SCHOOL DIRECTOR CONESTOGA VALLEY,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/61.html"
SOBEIDA ROSA,SCHOOL DIRECTOR,SCHOOL DISTRICT OF LANCASTER,,Municipal Primary,5,16,2023,DEM,challenger,requested and no records on file,"- Five four-year seats are available 
- Five spots for each party 
- Robin Goodson, Kareena Rios and Molly Henderson are incumbents
- Goodson, Rios, Henderson, Holmes and Desmond are endorsed by the Democratic Party 
- Molly Henderson cross-filed 
- Arthur Mann Sr ran as the sole Republican 
- Rios, Holmes, Henderson, Goodson and Desmond won the Democratic nominations 
- Henderson and Arthur Mann Sr won the Republican nomination
",,SOBEIDA,,ROSA,,SCHOOL DIRECTOR SCHOOL DISTRICT of LANCASTER,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/97.html"
SONYA DUNCAN,SCHOOL DIRECTOR,COLUMBIA BOROUGH SCHOOL DISTRICT,2-YR,Municipal Primary,5,16,2023,DEM/REP,open_seat,records scanned,"- 2 candidates vying for an open seat, both cross-filed.
- Sonya Duncan is a candidate of the MCC PAC ""Forward Tide United.""",,SONYA,,DUNCAN,,SCHOOL DIRECTOR COLUMBIA - 2 YR,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/60.html"
SONYA DUNCAN,SCHOOL DIRECTOR,COLUMBIA BOROUGH SCHOOL DISTRICT,2-YR,Municipal Primary,5,16,2023,DEM/REP,open_seat,records scanned,"- 2 candidates vying for an open seat, both cross-filed.
- Sonya Duncan is a candidate of the MCC PAC ""Forward Tide United.""",,SONYA,,DUNCAN,,SCHOOL DIRECTOR COLUMBIA - 2 YR,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/59.html"
STEVE STOUFFER,SCHOOL DIRECTOR,ELIZABETHTOWN AREA SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"'- 5 available spots per party to proceed to the municipal election in November.
- 1 incumbent, Karen Sweigart, cross-filed.
- 14 newcomer candidates, 4 running only in the Democratic primary, 2 running only in the Republican primary, and 8 cross-filed.
- Moore, Zhan, Fuddy, Laszakovitz, and Eichelberger won the Republican primary (in that order).
- Gilles, Carter, Riggelman, Shrum, and Wilson won the Democratic primary (in that order).
- No candidates won both party primaries, and incumbent Karen Sweigert was knocked from her seat.
- The Elizabethtown school board is one of many dealing with contentious alt-right ideology.",,STEVE,,STOUFFER,,SCHOOL DIRECTOR ELIZABETHTOWN,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/68.html"
STEVE STOUFFER,SCHOOL DIRECTOR,ELIZABETHTOWN AREA SCHOOL DISTRICT,,Municipal Primary,5,16,2023,DEM/REP,challenger,records scanned,"'- 5 available spots per party to proceed to the municipal election in November.
- 1 incumbent, Karen Sweigart, cross-filed.
- 14 newcomer candidates, 4 running only in the Democratic primary, 2 running only in the Republican primary, and 8 cross-filed.
- Moore, Zhan, Fuddy, Laszakovitz, and Eichelberger won the Republican primary (in that order).
- Gilles, Carter, Riggelman, Shrum, and Wilson won the Democratic primary (in that order).
- No candidates won both party primaries, and incumbent Karen Sweigert was knocked from her seat.
- The Elizabethtown school board is one of many dealing with contentious alt-right ideology.",,STEVE,,STOUFFER,,SCHOOL DIRECTOR ELIZABETHTOWN,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/67.html"
STEVEN E WOLPERT,SCHOOL DIRECTOR,PENN MANOR SCHOOL DISTRICT,2-YR,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,"- One seat available 
- Three candidates, all Republicans 
- Incumbent Mitchell Sweigert wins the Republican Primary ",,STEVEN,E,WOLPERT,,SCHOOL DIRECTOR PENN MANOR - 2 YR,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/90.html"
STEVEN R CHARLES SR,AUDITOR,MANOR TOWNSHIP,,Municipal Primary,5,16,2023,REP,open_seat,requested and no records on file,,,STEVEN,R,CHARLES,Sr,AUDITOR MANOR,"https://vr.co.lancaster.pa.us/ElectionReturns/May_16,_2023_-_Municipal_Primary/370.html"
